REBAL DAYS,SPLIT,tracking error,average turnover,1%,4%,OU ratio,rebalance cost
30,"(5, 15)",4.474477026133126,0.3238805970149254,0.27941176470588236,0.3382352941176471,1.0303030303030303,0.6564298224624245
30,"(10, 10)",3.339305115189232,0.3567164179104477,0.22058823529411764,0.27941176470588236,0.9142857142857143,0.6800072545614713
30,"(15, 5)",3.1953982362746154,0.35597014925373127,0.23529411764705882,0.19117647058823528,0.7631578947368421,0.6777448657311633
30,"(5, 20)",3.4385407632593115,0.27522388059701497,0.2647058823529412,0.20588235294117646,1.0303030303030303,0.7470764163171504
30,"(10, 15)",2.4649553498593577,0.30746268656716413,0.25,0.1323529411764706,0.8108108108108109,0.772647352847059
30,"(15, 10)",2.870839069248599,0.29970149253731343,0.25,0.1323529411764706,1.0303030303030303,0.7664459658475965
30,"(5, 25)",2.947995393343828,0.23283582089552238,0.2647058823529412,0.16176470588235295,0.9705882352941176,0.833579628103674
30,"(10, 20)",2.911311893033318,0.24477611940298505,0.36764705882352944,0.17647058823529413,0.9705882352941176,0.8448288447670447
30,"(15, 15)",2.545854603771121,0.25870646766169153,0.29411764705882354,0.14705882352941177,0.9705882352941176,0.8572220564697671
30,"(25, 5)",2.6369298776297225,0.21990049751243787,0.3235294117647059,0.17647058823529413,1.3103448275862069,0.8204784339745028
60,"(5, 15)",5.394748581011766,0.40454545454545454,0.17647058823529413,0.47058823529411764,0.9411764705882353,0.7200240392710263
60,"(10, 10)",4.157982085966033,0.43030303030303035,0.17647058823529413,0.2647058823529412,0.9411764705882353,0.7368077789382315
60,"(15, 5)",3.863054205081056,0.4378787878787879,0.14705882352941177,0.20588235294117646,1.3571428571428572,0.7419429784066791
60,"(5, 20)",3.3359652167281144,0.31878787878787884,0.23529411764705882,0.23529411764705882,1.3571428571428572,0.7877862991411793
60,"(10, 15)",4.231821554656266,0.3575757575757576,0.058823529411764705,0.20588235294117646,1.0625,0.8193618795193356
60,"(15, 10)",3.385612861581685,0.3745454545454545,0.3235294117647059,0.20588235294117646,1.2,0.8333292640914303
60,"(5, 25)",2.975359437038014,0.26464646464646463,0.17647058823529413,0.17647058823529413,1.5384615384615385,0.8679151752580312
60,"(10, 20)",3.0357547009415304,0.28989898989898993,0.14705882352941177,0.11764705882352941,0.8333333333333334,0.8906319539906059
60,"(15, 15)",2.9923153819915544,0.29090909090909095,0.23529411764705882,0.14705882352941177,0.9411764705882353,0.8915887031837639
60,"(25, 5)",2.5544738842745196,0.27676767676767683,0.23529411764705882,0.14705882352941177,1.5384615384615385,0.8770142591439842
91,"(5, 15)",3.924319746221421,0.42142857142857143,0.22727272727272727,0.3181818181818182,1.3333333333333333,0.7386969023560304
91,"(10, 10)",3.6267985640613087,0.4785714285714286,0.2727272727272727,0.36363636363636365,4.25,0.7791073234206263
91,"(15, 5)",3.5259011870416486,0.4404761904761906,0.18181818181818182,0.2727272727272727,1.3333333333333333,0.7486469496916418
91,"(5, 20)",3.7630273787219646,0.3371428571428572,0.18181818181818182,0.2727272727272727,1.1,0.8075790706631717
91,"(10, 15)",3.6519452571159996,0.37523809523809526,0.22727272727272727,0.2727272727272727,0.9090909090909091,0.8385180169762102
91,"(15, 10)",3.2928523452395857,0.36571428571428577,0.18181818181818182,0.22727272727272727,1.625,0.8282675216347282
91,"(5, 25)",4.799974223863431,0.2761904761904761,0.2727272727272727,0.45454545454545453,1.3333333333333333,0.8837076176132611
91,"(10, 20)",3.664720059470099,0.28253968253968254,0.18181818181818182,0.36363636363636365,2.0,0.8904675826491096
91,"(15, 15)",2.510089808669169,0.29047619047619044,0.22727272727272727,0.18181818181818182,2.5,0.8968463912172733
91,"(25, 5)",3.057686504606384,0.292063492063492,0.3181818181818182,0.2727272727272727,1.625,0.8959164737335432
182,"(5, 15)",10.887732132466537,0.48999999999999994,0.09090909090909091,0.7272727272727273,2.3333333333333335,0.8011192396551905
182,"(10, 10)",3.559812274086194,0.49000000000000005,0.18181818181818182,0.36363636363636365,9.0,0.7957297175875072
182,"(15, 5)",7.741489693578762,0.475,0.09090909090909091,0.6363636363636364,2.3333333333333335,0.7818437374169281
182,"(5, 20)",8.331789978552639,0.41600000000000004,0.09090909090909091,0.5454545454545454,4.0,0.8828491624068989
182,"(10, 15)",8.693039642412101,0.43600000000000005,0.09090909090909091,0.5454545454545454,4.0,0.8989928880419935
182,"(15, 10)",3.7728611758769772,0.42400000000000004,0.18181818181818182,0.2727272727272727,1.5,0.8859715574945035
182,"(5, 25)",6.95252436687892,0.32666666666666666,0.0,0.6363636363636364,2.3333333333333335,0.9390961784236872
182,"(10, 20)",7.643512557382277,0.32666666666666666,0.09090909090909091,0.5454545454545454,1.0,0.9385875545607782
182,"(15, 15)",7.0620449869675985,0.3166666666666666,0.18181818181818182,0.36363636363636365,1.5,0.9311130831675911
182,"(25, 5)",2.411170645516948,0.31666666666666665,0.18181818181818182,0.36363636363636365,4.0,0.9244928822127215
365,"(5, 15)",7.922482059953897,0.55,0.0,0.4,3.0,0.8294102741041615
365,"(10, 10)",6.570641644404504,0.4625,0.2,0.2,4.0,0.767227568426645
365,"(15, 5)",7.7044659873653405,0.47500000000000003,0.2,0.6,1.0,0.7758603913472015
365,"(5, 20)",8.071604988613256,0.38999999999999996,0.0,0.4,3.0,0.860446098667411
365,"(10, 15)",1.8062809940695093,0.45999999999999996,0.0,0.0,3.0,0.8987569199173275
365,"(15, 10)",1.9266995042439925,0.39,0.2,0.0,1.0,0.8502473044451884
